2,2,2,1.9999999999999998
1,1,1,0.9999999999999999
3,3,3,3.0
3,3,3,3.0
3,3,3,3.0
3,3,3,3.0
3,3,3,3.0
2,2,2,1.9999999999999998
3,3,3,3.0
3,3,3,3.0
3,3,3,3.0
3,3,3,3.0
3,3,3,3.0
6,6,6,6.0
5,5,5,5.0
3,3,3,3.0
0,0,0,0.0
0,0,0,0.0
108,112,112,111.544
166,171,170,170.131
195,202,201,200.903
194,201,200,199.90299999999996
195,202,201,200.903
198,205,204,203.903
198,205,204,203.903
198,205,204,203.903
198,205,204,203.903
198,205,204,203.903
198,205,204,203.903
198,205,204,203.903
198,205,204,203.903
198,205,204,203.903
198,205,204,203.903
198,205,204,203.903
198,205,204,203.903
198,205,204,203.903
199,206,205,204.903
199,206,205,204.903
199,206,205,204.903
199,206,205,204.903
199,206,205,204.903
199,206,205,204.903
199,206,205,204.903
198,205,204,203.903
198,205,204,203.903
198,205,204,203.903
198,205,204,203.903
198,205,204,203.903
198,205,204,203.903
198,205,204,203.903
198,205,204,203.903
198,205,204,203.903
198,205,204,203.903
198,205,204,203.903
198,205,204,203.903
198,205,204,203.903
198,205,204,203.903
196,204,203,202.789
194,201,200,199.90299999999996
191,198,197,196.903
195,202,201,200.903
164,171,170,169.903
67,73,68,70.821
46,52,47,49.821
115,115,115,114.99999999999999
184,184,184,184.0
191,194,193,193.359
178,181,180,180.359
88,92,94,92.142
46,50,52,50.141999999999996
86,86,86,86.0
178,178,178,178.0
188,190,190,189.772
170,173,172,172.35899999999998
72,75,74,74.359
43,46,45,45.359
100,100,100,100.0
179,179,179,179.0
190,195,194,194.131
166,171,170,170.131
60,67,66,65.903
36,43,42,41.903
117,121,123,121.142
179,183,184,182.843
190,192,192,191.772
164,167,166,166.359
64,64,64,63.99999999999999
48,48,48,48.0
134,134,134,134.0
184,184,184,184.0
190,192,192,191.772
161,163,163,162.772
59,64,63,63.131
47,52,51,51.131
139,140,142,140.48399999999998
185,187,189,187.36999999999998
188,190,190,189.772
155,158,157,157.35899999999998
54,54,54,53.99999999999999
47,47,47,47.0
142,148,149,147.61499999999998
184,190,191,189.61499999999998
191,191,191,191.0
155,155,155,155.0
51,51,51,50.99999999999999
50,50,50,50.0
150,154,154,153.54399999999998
187,192,191,191.131
190,190,190,189.99999999999997
155,155,155,155.0
56,53,54,53.641
56,53,54,53.641
151,156,155,155.13099999999997
187,192,191,191.131
191,191,191,191.0
154,154,154,154.0
53,51,51,51.227999999999994
56,53,54,53.641
152,157,156,156.131
187,192,191,191.131
189,189,189,189.0
142,142,142,142.0
51,48,49,48.641
58,55,56,55.641
154,159,158,158.131
187,192,191,191.131
188,186,186,186.228
137,135,135,135.22799999999998
52,50,50,50.227999999999994
63,60,61,60.641000000000005
161,162,165,162.78300000000002
192,194,196,194.37
185,182,183,182.641
124,122,122,122.22799999999998
47,45,45,45.227999999999994
68,66,66,66.228
166,168,168,167.77200000000002
192,195,194,194.359
184,181,182,181.641
120,117,118,117.64099999999999
49,46,47,46.641
72,69,70,69.641
167,169,169,168.772
188,190,190,189.772
175,175,175,174.99999999999997
88,88,88,87.99999999999999
44,41,42,41.641
75,73,73,73.228
164,172,168,169.892
180,188,185,186.191
175,175,175,174.99999999999997
74,74,74,74.0
46,44,44,44.227999999999994
96,94,94,94.228
180,178,178,178.228
195,193,193,193.22799999999998
171,171,171,171.0
72,72,72,72.0
46,44,44,44.227999999999994
103,101,101,101.228
181,179,179,179.228
196,194,194,194.228
166,168,168,167.77200000000002
65,68,68,67.658
52,50,50,50.227999999999994
130,128,128,128.22799999999998
185,182,183,182.641
193,190,191,190.641
156,159,158,158.35899999999998
54,56,56,55.772
44,41,42,41.641
132,130,130,130.228
188,183,184,183.86899999999997
196,191,192,191.86899999999997
