2,2,2,1.9999999999999998
2,2,2,1.9999999999999998
2,2,2,1.9999999999999998
2,2,2,1.9999999999999998
0,3,2,2.359
0,3,2,2.359
2,2,2,1.9999999999999998
2,2,2,1.9999999999999998
2,2,2,1.9999999999999998
2,2,2,1.9999999999999998
2,2,2,1.9999999999999998
2,2,2,1.9999999999999998
2,2,2,1.9999999999999998
2,2,2,1.9999999999999998
2,2,2,1.9999999999999998
2,2,2,1.9999999999999998
2,2,2,1.9999999999999998
2,2,2,1.9999999999999998
2,2,2,1.9999999999999998
2,2,2,1.9999999999999998
2,2,2,1.9999999999999998
2,2,2,1.9999999999999998
1,1,1,0.9999999999999999
1,1,1,0.9999999999999999
3,3,3,3.0
3,3,3,3.0
3,3,3,3.0
3,3,3,3.0
3,3,3,3.0
3,3,3,3.0
3,3,3,3.0
3,3,3,3.0
3,3,3,3.0
3,3,3,3.0
3,3,3,3.0
3,3,3,3.0
3,3,3,3.0
3,3,3,3.0
3,3,3,3.0
3,3,3,3.0
3,3,3,3.0
5,5,5,5.0
0,0,0,0.0
0,0,0,0.0
10,10,10,10.0
154,154,154,154.0
189,197,198,196.387
189,197,198,196.387
189,197,198,196.387
189,197,198,196.387
190,199,199,197.974
189,197,198,196.387
190,199,199,197.974
190,199,199,197.974
190,199,199,197.974
190,199,199,197.974
191,200,201,199.273
191,200,201,199.273
191,200,201,199.273
192,201,202,200.273
192,201,202,200.273
192,201,202,200.273
192,201,202,200.273
192,201,202,200.273
192,201,202,200.273
192,201,202,200.273
192,201,202,200.273
192,201,202,200.273
192,201,202,200.273
191,200,201,199.273
191,200,201,199.273
191,200,201,199.273
191,200,201,199.273
191,200,201,199.273
191,200,201,199.273
191,200,201,199.273
191,200,201,199.273
191,200,201,199.273
192,201,202,200.273
192,201,202,200.273
192,201,202,200.273
192,201,202,200.273
191,200,201,199.273
191,200,201,199.273
190,199,199,197.974
189,197,198,196.387
196,204,205,203.38699999999997
186,195,196,194.273
107,107,107,107.0
16,16,16,15.999999999999998
46,48,48,47.772
171,174,173,173.35899999999998
193,202,203,201.273
